year,contaminant_level,ph,turbidity,dissolved_oxygen,nitrate,lead,bacteria_count,clean_water_access,infant_mortality_rate,gdp_per_capita,healthcare_access,urbanization,sanitation_coverage,rainfall,temperature,population_density,country_Brazil,country_China,country_Ethiopia,country_India,country_Indonesia,country_Mexico,country_Nigeria,country_Pakistan,country_USA,region_East,region_North,region_South,region_West,water_source_type_Pond,water_source_type_River,water_source_type_Spring,water_source_type_Tap,water_source_type_Well,water_treatment_method_Chlorination,water_treatment_method_Filtration,water_treatment_method_None
2014,2.77,6.73,2.87,7.6,18.22,3.42,534,97.74,18.03,9461,76.39,89.99,78.91,1732,22.13,20,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2009,1.14,7.03,1.92,7.46,17.64,4.05,159,78.78,34.48,3166,67.78,45.53,76.65,1443,22.83,445,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
2004,0.55,7.0,0.15,9.44,9.39,2.22,3,98.02,10.09,48786,81.04,80.64,89.28,886,12.33,50,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
2011,3.07,7.16,3.99,5.92,22.11,4.32,382,79.01,41.54,2816,63.46,32.63,69.71,1525,22.71,378,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2007,1.05,7.56,0.15,8.34,9.14,1.73,3,94.13,11.59,10929,68.94,77.5,99.5,802,20.51,59,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2005,2.88,6.94,3.06,6.78,20.99,6.91,541,59.39,80.44,2123,48.02,50.29,46.76,1089,27.74,232,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2003,2.44,7.41,3.49,6.34,24.26,5.26,430,72.25,30.96,4102,73.23,54.45,75.45,2686,27.02,237,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2013,3.08,7.37,4.06,6.88,17.35,7.91,532,93.28,12.33,10810,67.6,62.62,89.22,978,14.93,106,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2005,1.96,6.98,1.69,7.7,14.44,4.77,182,97.56,10.54,11015,67.87,54.58,81.88,769,16.36,130,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
2005,0.59,7.16,0.46,8.24,15.4,6.19,66,83.6,35.9,2950,61.54,33.0,74.41,770,26.38,676,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2004,3.23,7.05,4.58,6.29,24.74,7.23,2021,79.68,29.76,4832,60.37,56.19,77.46,2065,29.04,190,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2008,1.94,7.19,1.69,7.62,16.01,2.93,59,92.45,15.01,8383,62.67,90.1,86.33,1860,25.19,17,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2007,2.29,7.33,2.36,6.96,14.09,4.92,298,84.35,25.85,8738,68.92,80.12,93.42,759,23.45,45,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
2016,1.38,7.56,1.99,7.59,15.21,3.63,204,56.25,63.7,1322,38.07,27.83,43.73,970,16.91,132,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2020,1.28,7.15,0.49,6.91,18.15,3.13,107,72.43,38.05,2442,52.87,37.22,73.93,1107,25.86,560,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
2003,1.2,6.78,1.68,6.76,18.97,4.68,275,69.81,43.58,2500,54.96,33.16,80.59,999,25.85,471,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
2008,2.28,6.86,1.92,7.24,16.85,3.64,385,69.67,78.58,2627,51.83,57.04,45.08,1365,23.79,196,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2008,1.35,6.75,0.58,9.1,17.15,1.13,117,90.31,14.94,11852,74.92,66.97,79.8,929,12.05,113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2005,2.01,6.91,1.97,7.56,17.61,2.86,288,81.17,27.33,7425,68.27,87.91,72.73,1753,23.4,23,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
2015,1.49,6.79,1.85,8.04,10.32,2.73,216,91.17,17.54,10843,72.91,85.19,90.78,670,23.7,67,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2002,2.26,6.45,4.59,6.06,23.37,3.86,603,64.2,77.16,2304,47.57,54.41,47.55,1433,27.27,248,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2018,3.89,6.91,6.66,6.61,27.15,8.36,1387,80.91,31.07,4829,64.91,52.18,74.16,2626,25.88,125,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2015,2.83,7.07,6.08,6.3,18.46,7.2,915,87.73,26.38,9037,64.44,84.68,78.97,1936,25.85,26,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2018,2.67,7.06,2.96,5.87,23.49,6.33,414,78.75,30.34,2942,50.57,42.99,65.8,2117,25.14,913,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2012,3.12,7.02,6.12,7.27,21.17,8.13,742,52.02,68.47,1055,39.43,25.49,37.2,637,17.12,104,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2015,2.27,7.0,4.34,5.35,20.22,6.53,446,87.77,20.64,8743,67.21,88.6,74.34,1550,20.75,31,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2018,1.07,6.42,0.15,7.96,21.35,1.66,3,81.33,27.87,5086,65.19,59.9,77.47,3243,25.58,173,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2022,2.89,6.99,4.31,5.78,22.0,9.17,1136,64.95,71.63,1759,61.88,33.57,65.66,475,23.5,261,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False
2020,4.17,7.2,7.87,5.1,31.28,7.58,1547,73.64,38.06,2823,56.6,41.65,72.4,2291,22.91,1698,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2011,1.55,7.28,0.15,7.5,16.52,0.8,20,81.31,39.23,2394,53.06,33.54,66.75,1565,25.63,648,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2020,1.19,7.03,1.69,6.94,12.43,1.17,125,89.87,13.41,60619,96.78,86.57,96.04,894,17.39,42,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
2016,2.86,6.54,6.74,6.65,17.7,6.85,1234,97.51,15.95,50711,82.94,90.17,93.44,946,13.72,37,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
2005,2.28,6.14,3.03,5.97,17.89,5.66,260,90.77,24.87,9940,68.07,90.19,79.68,1512,27.42,27,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2005,2.17,6.82,1.7,7.85,15.87,5.78,267,49.65,66.06,1292,35.53,26.63,42.13,1120,21.36,115,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2013,2.73,7.18,5.31,5.92,15.06,9.47,834,92.63,17.71,11066,72.81,79.35,92.84,549,21.82,48,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
2022,1.9,6.78,3.49,7.82,15.61,3.5,253,90.95,20.83,10614,67.61,90.48,79.83,1647,20.79,33,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
2019,1.96,6.93,2.18,7.61,18.64,5.67,179,51.28,61.01,1258,40.42,27.07,40.87,962,18.18,103,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2016,2.22,7.02,2.46,6.67,18.8,6.91,251,72.71,32.91,5057,65.9,61.07,80.84,2134,29.38,128,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2003,2.37,6.19,2.29,8.81,14.46,5.49,229,92.25,6.78,52127,88.15,76.75,91.34,859,15.99,25,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
2016,1.18,7.18,1.36,8.27,13.19,5.21,118,59.29,71.67,2753,56.79,59.75,51.8,1129,26.51,271,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
2021,1.86,7.12,2.78,8.38,10.17,2.0,276,88.78,11.26,50743,86.94,87.82,90.36,1098,15.01,52,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
2013,1.54,6.52,3.4,8.0,15.11,3.85,248,96.91,18.44,10222,79.53,83.81,92.7,664,20.08,100,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2021,4.93,6.22,8.2,4.96,30.35,11.01,2454,76.28,41.22,2766,65.13,43.54,68.66,2447,20.61,1559,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
2018,1.98,7.27,2.22,6.99,16.27,5.05,329,94.75,12.3,13399,79.28,61.47,96.26,820,14.43,140,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2019,0.99,6.31,0.55,7.66,15.83,0.38,16,93.96,9.78,15039,79.56,70.33,88.8,894,14.57,198,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2014,2.69,6.44,1.98,6.92,24.92,7.73,280,75.11,33.99,4498,61.04,48.71,76.58,2115,27.53,185,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2015,2.98,7.02,4.31,6.06,25.86,7.68,433,66.9,39.24,2578,60.09,50.25,68.49,2268,28.58,1150,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2005,0.02,6.81,0.15,8.85,6.27,2.1,3,93.22,12.87,46911,88.47,77.97,83.12,840,11.73,27,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2022,0.69,7.38,1.48,7.25,7.2,0.96,3,75.44,56.15,1945,55.11,41.11,64.69,446,23.95,227,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
2017,2.04,7.16,3.62,7.6,12.83,4.31,312,96.34,11.67,56218,83.59,84.23,97.04,967,14.77,26,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
2013,1.83,7.02,3.18,7.78,14.34,4.4,464,96.14,11.05,14676,79.13,65.28,86.62,899,15.46,167,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2005,1.1,7.09,0.31,8.1,16.92,2.12,63,78.46,35.22,2760,66.23,40.4,64.45,1138,25.84,644,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
2000,1.88,7.05,1.94,8.01,17.24,5.02,201,96.75,8.37,54267,82.9,85.35,99.5,937,12.52,35,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2004,4.71,7.4,8.26,6.16,31.31,9.89,1718,72.88,43.46,2943,53.23,39.19,66.15,2191,24.5,1441,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
2016,2.84,6.44,4.36,6.98,29.44,5.93,758,73.27,41.35,2845,52.42,34.03,66.59,2677,27.22,1700,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2007,1.22,6.92,1.2,7.74,12.84,1.31,65,90.52,17.92,10598,71.23,79.03,87.83,635,24.17,60,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2012,1.53,6.69,0.85,8.32,12.64,4.36,120,61.21,57.88,1336,58.27,18.93,42.28,632,20.05,214,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
2009,2.16,6.88,3.22,6.66,19.04,7.2,466,55.31,65.15,1178,49.95,28.66,47.62,895,14.68,129,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2000,1.06,7.08,0.15,8.16,10.5,4.71,3,75.24,40.86,2465,56.76,27.72,72.79,1021,20.0,414,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
2012,1.39,7.89,1.66,7.51,11.12,8.12,96,54.86,61.54,1290,43.11,24.93,44.09,902,21.5,99,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
2013,3.33,7.9,6.61,6.41,19.84,7.25,1014,63.34,78.24,2361,35.47,55.77,53.46,971,28.68,189,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,0.51,7.17,0.15,7.81,8.6,2.22,3,72.81,62.58,1812,51.52,46.33,74.87,548,25.59,303,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
2006,2.72,7.42,1.77,8.27,25.31,7.67,250,78.51,30.15,4586,58.15,57.19,80.6,2578,24.37,232,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2024,1.32,6.96,0.49,7.85,16.16,4.66,83,93.34,13.25,12750,71.24,62.49,95.02,863,14.63,196,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2001,0.61,6.97,0.15,9.14,8.31,0.05,5,94.43,11.1,10281,76.27,77.27,93.84,744,20.12,57,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
2005,1.93,6.41,3.36,7.73,17.22,2.52,286,86.25,24.17,10135,79.19,95.41,88.99,1932,26.33,24,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2000,2.24,7.26,1.3,6.95,17.22,7.17,142,68.88,68.09,1651,50.1,38.83,73.37,486,23.66,355,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2010,2.49,6.61,5.14,5.76,15.69,8.44,390,85.65,22.7,10316,72.72,81.64,91.29,640,21.72,64,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
2005,2.33,7.79,2.07,6.54,23.89,2.8,375,72.87,34.39,2238,59.56,37.14,67.82,2261,24.05,1011,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
2011,1.87,5.98,2.01,6.39,19.66,2.71,211,78.41,34.7,4571,73.02,56.73,71.35,2468,24.45,126,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2019,3.32,7.71,4.18,6.64,19.56,10.46,687,59.79,77.25,2331,45.35,50.26,55.01,1285,27.09,165,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
2007,2.32,6.32,4.79,7.28,13.55,9.45,728,56.52,62.04,1264,45.69,22.33,44.27,583,18.32,117,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
2017,1.01,6.55,2.33,8.11,13.63,5.21,126,63.04,64.75,1802,68.39,37.32,68.43,416,19.7,451,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
2015,1.98,7.09,0.15,7.37,20.54,5.4,86,80.67,26.4,4734,63.09,64.91,72.83,2853,24.38,196,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2002,1.94,7.44,3.17,6.96,15.75,4.36,256,88.08,20.0,9471,67.88,73.63,84.18,826,21.28,52,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2002,1.6,7.13,0.97,7.37,16.36,5.6,57,62.39,73.02,1294,48.47,33.33,51.52,620,28.33,263,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
2021,1.97,7.02,2.24,8.12,13.03,4.61,195,53.86,65.69,1149,48.52,32.64,38.83,938,19.79,87,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2016,0.12,7.06,0.15,9.4,5.45,1.97,3,95.99,7.84,55747,85.95,82.99,98.21,945,15.98,39,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
2021,2.36,6.68,1.24,6.99,13.96,8.91,142,65.7,71.69,2420,44.35,57.94,44.53,790,29.3,246,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
2015,3.03,7.65,6.56,5.72,21.14,7.63,1179,63.31,72.97,2683,48.24,55.86,63.2,1497,27.31,186,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
