country,region,year,water_source_type,contaminant_level,ph,turbidity,dissolved_oxygen,nitrate,lead,bacteria_count,water_treatment_method,clean_water_access,diarrheal_cases,cholera_cases,typhoid_cases,infant_mortality_rate,gdp_per_capita,healthcare_access,urbanization,sanitation_coverage,rainfall,temperature,population_density,total_disease_cases,risk_level
China,East,2005,River,2.26,6.46,3.89,8.54,22.86,5.36,732,None,94.62,86,3,9,15.11,13232,76.53,68.42,90.97,1024,14.64,192,98,Medium
Ethiopia,East,2008,Lake,2.3,7.5,1.21,8.01,16.25,5.6,155,Chlorination,56.78,115,1,14,66.67,1197,34.95,24.22,36.05,892,20.17,116,130,High
Indonesia,South,2012,Spring,1.89,6.97,1.95,7.03,18.4,5.49,187,Boiling,81.17,82,2,10,22.02,4614,62.81,62.36,77.93,2327,26.85,160,94,Medium
Bangladesh,West,2023,Tap,0.82,7.31,0.2,7.89,18.34,0.28,10,Filtration,79.64,21,2,2,40.45,2848,54.58,46.08,67.9,2315,23.86,1337,25,Low
Indonesia,West,2007,River,2.84,7.58,3.57,6.79,21.03,6.98,488,Boiling,79.64,140,6,8,25.72,4561,61.06,53.84,74.35,1618,25.94,132,154,High
Pakistan,West,2013,River,3.08,6.45,4.2,6.08,18.53,8.42,523,Filtration,67.12,131,11,14,71.15,1606,58.52,35.69,55.8,535,28.42,357,156,High
Brazil,South,2023,Well,1.18,7.05,1.74,7.86,14.36,3.36,97,Filtration,88.49,46,3,4,17.5,9581,75.28,95.84,90.66,1794,24.48,26,53,Low
USA,West,2000,Spring,0.62,6.94,1.26,9.33,3.91,1.42,5,Boiling,97.0,19,0,0,2.0,52087,91.58,74.77,94.48,731,12.79,38,19,Low
USA,East,2016,Pond,1.65,7.06,1.15,8.48,11.45,4.92,163,Boiling,97.0,51,1,7,13.36,51583,85.11,78.58,91.75,587,13.66,37,59,Low
Ethiopia,North,2023,Tap,1.32,7.25,1.67,6.86,17.12,4.99,124,None,57.08,69,1,7,67.88,1104,40.17,17.4,34.67,748,17.38,147,77,Medium
Brazil,East,2004,Lake,1.74,6.57,0.66,7.21,17.17,3.05,120,Filtration,87.23,44,4,5,21.94,8254,73.59,79.84,69.8,1676,24.33,26,53,Low
Mexico,East,2024,Well,1.38,6.49,1.69,7.25,13.38,2.07,83,Chlorination,96.9,38,0,8,13.01,10541,69.0,77.5,85.74,927,25.32,107,46,Low
India,North,2001,Tap,1.71,6.95,0.45,8.54,17.26,4.21,123,None,66.03,82,3,8,37.27,2478,59.53,34.07,69.21,1009,20.63,520,93,Medium
China,East,2024,Spring,0.45,7.15,0.48,8.91,11.89,0.05,3,Chlorination,95.37,8,0,1,7.8,14107,84.02,63.24,87.94,1295,12.79,123,9,Low
USA,South,2023,Tap,0.02,6.63,1.3,9.43,7.4,0.6,15,None,90.7,7,0,0,9.01,46784,81.5,84.86,96.07,793,13.48,34,7,Low
Nigeria,North,2008,River,2.05,6.21,4.86,6.2,18.99,7.56,619,Filtration,60.02,172,4,9,68.85,2065,45.66,52.75,47.51,1277,31.88,242,185,High
USA,East,2003,River,2.34,6.97,2.75,7.38,14.0,4.21,399,Boiling,95.3,97,3,3,6.13,54091,95.05,76.55,92.01,931,12.62,40,103,Medium
Indonesia,Central,2016,Well,2.52,6.89,3.2,8.07,18.45,5.72,213,Boiling,79.96,87,4,6,29.2,4695,74.37,58.11,73.81,2169,25.48,164,97,Medium
USA,East,2016,Spring,0.12,7.06,0.15,9.4,5.45,1.97,3,Filtration,95.99,9,0,0,7.84,55747,85.95,82.99,98.21,945,15.98,39,9,Low
USA,South,2020,Spring,0.85,7.29,0.15,9.5,9.76,0.56,4,Boiling,97.09,14,0,0,11.13,52439,90.37,75.82,95.84,786,12.04,33,14,Low
India,West,2017,Tap,0.57,7.26,0.15,8.79,14.69,0.05,3,Filtration,68.5,19,0,1,37.26,2418,57.71,37.64,67.23,1104,22.52,402,20,Low
India,East,2015,Well,1.42,6.68,1.41,7.08,17.65,3.79,99,Filtration,81.48,61,0,4,38.86,2413,61.66,33.45,69.49,1296,24.93,677,65,Medium
Bangladesh,West,2007,Spring,2.49,7.32,1.26,7.31,23.23,4.43,229,Filtration,74.7,76,0,6,37.01,2644,52.46,36.93,63.83,2410,25.79,1020,82,Medium
Mexico,Central,2010,Pond,2.92,6.69,6.49,4.53,18.61,8.5,1676,None,93.13,115,2,4,17.09,10710,80.58,84.35,95.08,787,22.78,37,121,Medium
Nigeria,East,2020,Pond,2.73,7.15,4.76,5.3,21.3,4.28,584,Boiling,66.34,139,7,14,79.3,1960,50.22,48.61,55.88,804,25.98,226,160,High
USA,North,2020,River,2.15,7.58,4.92,7.83,13.68,5.34,527,None,90.29,119,1,10,13.71,53139,95.34,82.62,98.29,838,11.48,25,130,High
USA,West,2017,Tap,0.53,6.83,0.15,9.29,7.44,0.05,3,Chlorination,86.85,14,0,0,14.38,49590,81.28,76.9,92.58,965,11.32,32,14,Low
China,Central,2022,Lake,0.93,6.93,0.58,8.21,14.62,3.1,87,Filtration,92.08,58,0,1,9.66,15212,73.05,71.89,93.99,1160,13.18,140,59,Low
India,North,2023,River,2.82,7.03,4.24,6.14,22.46,6.63,611,Boiling,80.12,129,4,17,42.5,2570,56.99,41.21,60.39,858,24.23,471,150,High
Nigeria,North,2009,Well,1.54,7.66,0.15,8.11,16.32,3.79,95,Chlorination,60.89,63,3,2,77.69,2144,46.52,56.46,53.56,1387,22.3,225,68,Medium
Ethiopia,North,2012,Spring,1.74,6.86,1.95,8.28,16.95,4.52,246,Filtration,50.02,128,4,7,62.3,1128,45.78,34.13,29.37,695,15.87,207,139,High
Bangladesh,North,2016,River,3.11,7.37,3.91,5.72,27.37,7.3,1061,Chlorination,78.02,160,9,16,35.79,3166,63.49,47.52,60.52,2061,23.89,949,185,High
Mexico,East,2017,Lake,3.31,6.79,5.07,6.28,17.38,6.96,945,None,99.7,108,8,13,15.79,10507,76.3,82.46,76.39,675,22.99,60,129,High
Brazil,East,2009,Lake,1.97,7.17,3.77,6.74,19.26,7.45,340,None,92.03,93,7,8,16.14,9543,79.48,89.77,76.94,1937,22.22,22,108,Medium
Mexico,East,2015,Pond,2.79,7.18,2.37,6.63,15.23,7.29,569,Boiling,94.81,61,2,1,22.13,11025,73.39,84.54,89.12,641,18.69,61,64,Medium
Indonesia,Central,2019,Well,1.74,6.99,2.43,6.67,21.15,4.16,265,Chlorination,77.92,84,0,3,24.06,5416,58.98,63.53,72.26,2783,26.62,154,87,Medium
USA,Central,2004,River,0.87,6.76,1.1,8.29,10.67,2.24,45,Chlorination,95.62,32,0,5,13.87,55928,85.59,90.19,99.46,773,13.56,47,37,Low
Bangladesh,Central,2012,Tap,2.49,7.66,1.44,6.73,27.06,6.19,141,None,73.9,108,0,3,38.12,2708,58.69,45.42,68.68,3202,27.64,1145,111,Medium
Indonesia,South,2017,River,3.89,6.76,9.98,5.39,29.78,8.81,2462,None,84.08,236,15,29,30.51,5669,59.99,62.85,63.37,3127,27.34,197,280,High
Nigeria,Central,2016,Pond,4.13,6.32,5.95,5.92,21.83,12.09,1003,Boiling,57.06,174,12,46,82.13,2202,43.71,47.21,42.64,1264,26.9,172,232,High
Brazil,East,2008,Lake,2.4,6.91,3.59,6.98,24.43,4.51,475,Filtration,86.32,101,4,10,21.34,8487,63.23,85.82,75.84,1955,23.81,35,115,Medium
India,East,2013,Well,1.89,6.38,1.42,7.34,16.74,4.08,140,Boiling,74.71,81,2,10,38.63,2398,52.44,40.82,59.09,1296,25.99,558,93,Medium
Bangladesh,South,2016,Well,3.05,7.28,6.52,6.31,29.7,8.87,681,None,76.11,181,14,23,36.03,3252,58.44,45.53,71.25,2385,28.23,1266,218,High
Bangladesh,South,2003,Tap,1.49,7.17,1.41,7.64,17.87,4.53,43,Boiling,70.16,42,0,6,31.92,2716,63.22,40.96,79.51,1934,27.64,1183,48,Low
USA,Central,2017,Well,0.27,6.41,0.15,9.49,6.93,2.31,3,Filtration,99.07,8,0,2,6.16,55604,85.12,85.22,99.5,679,12.71,36,10,Low
Pakistan,West,2019,Pond,3.01,6.64,5.54,6.83,15.0,6.74,777,None,65.07,172,7,20,65.12,1790,52.53,40.39,66.95,618,20.59,306,199,High
Bangladesh,South,2023,Pond,3.75,6.76,6.39,5.61,29.88,7.66,1048,Filtration,75.92,197,7,23,38.27,2795,57.83,39.11,69.86,2357,28.09,1063,227,High
China,North,2023,Pond,1.7,7.58,3.59,7.61,16.45,2.83,727,Boiling,89.6,82,4,13,13.19,14195,86.99,75.15,99.5,1323,10.39,150,99,Medium
Brazil,East,2014,Well,1.46,7.24,1.34,7.31,12.86,2.37,192,Filtration,90.06,45,1,0,23.39,8632,73.02,86.28,81.84,1330,26.66,22,46,Low
Brazil,North,2010,Well,2.85,6.72,4.01,5.46,20.5,8.48,565,None,84.5,114,2,13,18.75,9185,68.84,88.28,75.17,1789,27.56,26,129,High
China,East,2011,Pond,3.24,6.92,4.97,7.1,18.15,7.37,799,None,95.66,123,4,14,11.6,12337,73.39,63.78,90.77,663,11.47,133,141,High
Ethiopia,East,2008,Well,1.02,6.74,1.46,8.77,13.11,6.06,26,Filtration,45.45,57,3,5,67.36,1019,40.86,21.13,37.97,857,13.67,110,65,Medium
China,South,2012,Well,0.49,7.12,0.72,8.82,7.09,0.05,16,Boiling,93.23,12,0,3,10.82,13467,84.68,65.57,94.56,912,13.87,87,15,Low
China,South,2014,Lake,1.66,6.89,1.75,7.65,15.15,1.94,214,Boiling,92.53,65,0,4,16.31,12130,72.81,69.02,87.47,903,15.88,95,69,Medium
Brazil,North,2014,River,2.79,6.56,3.87,7.49,23.51,1.95,455,Boiling,92.06,86,3,7,18.69,10078,75.22,92.48,79.46,2270,22.46,30,96,Medium
Mexico,East,2004,Spring,1.12,6.83,0.15,6.79,5.39,0.75,12,Boiling,93.34,14,0,0,15.86,9692,71.51,79.98,89.63,612,20.63,78,14,Low
Brazil,North,2022,Well,1.48,7.33,1.98,7.76,15.37,3.47,74,Chlorination,94.71,40,1,0,17.66,9495,64.67,86.8,88.13,1818,22.86,36,41,Low
Pakistan,West,2018,Spring,1.48,7.19,1.04,6.55,11.86,4.29,46,Chlorination,76.34,42,1,3,66.17,1681,53.3,35.07,62.39,495,25.71,232,46,Low
USA,North,2019,Spring,1.13,7.5,1.74,8.41,10.28,1.18,27,Filtration,99.7,27,2,1,6.25,49521,77.49,82.85,92.83,1277,15.76,55,30,Low
Indonesia,Central,2024,Lake,2.63,6.8,3.84,7.83,23.33,4.65,293,Chlorination,82.66,95,6,16,29.72,5669,64.57,58.0,76.85,3177,23.07,171,117,Medium
Mexico,North,2013,Well,0.82,6.85,0.15,7.75,3.97,0.37,3,Chlorination,93.33,10,0,1,13.8,10134,74.54,77.83,90.43,576,21.72,50,11,Low
India,Central,2016,Pond,2.63,6.95,3.62,6.54,20.45,9.19,265,Chlorination,69.76,114,5,10,39.26,2523,58.64,36.74,78.68,1000,24.8,439,129,High
Indonesia,Central,2017,Spring,1.35,7.0,1.97,7.69,16.48,4.51,114,Filtration,75.82,65,0,5,32.82,5187,63.06,63.63,80.36,2814,24.58,88,70,Medium
USA,Central,2020,Well,1.13,7.86,1.26,8.45,10.34,0.61,9,Chlorination,97.34,14,1,1,6.2,56417,99.0,84.34,99.5,805,15.69,35,16,Low
Pakistan,West,2002,Tap,0.58,7.06,0.69,9.48,10.9,1.03,3,Boiling,64.76,22,0,0,70.19,1461,52.2,34.35,59.7,384,19.93,459,22,Low
Pakistan,North,2001,Pond,2.89,6.61,6.3,7.13,19.51,5.87,503,Boiling,67.82,219,5,14,77.09,1423,46.34,39.46,64.2,500,21.91,393,238,High
India,North,2000,Tap,0.02,7.68,0.15,7.65,10.55,2.29,4,Filtration,75.71,16,0,2,30.87,2853,65.31,43.65,77.6,1028,25.81,658,18,Low
Mexico,West,2009,Tap,0.69,7.27,0.23,8.79,6.62,0.05,3,Filtration,92.08,13,0,0,13.46,11531,76.92,82.31,88.56,747,20.37,67,13,Low
Ethiopia,East,2018,Spring,1.37,7.6,0.15,8.86,11.66,7.19,60,Filtration,51.51,55,1,8,67.98,1149,40.01,17.07,42.33,775,15.98,136,64,Medium
China,South,2016,Tap,1.32,7.04,0.46,8.94,11.51,3.25,45,None,99.7,45,1,0,11.31,12731,77.09,66.78,94.92,1120,17.36,130,46,Low
Mexico,North,2011,Lake,1.74,6.98,0.65,7.6,15.3,3.41,148,Chlorination,84.49,53,1,4,18.09,10782,76.83,87.38,88.54,865,21.49,75,58,Low
Ethiopia,South,2000,Lake,1.58,6.63,1.61,7.15,17.41,5.45,214,Filtration,57.2,108,3,9,60.37,1150,47.55,24.53,36.78,776,18.01,155,120,Medium
Pakistan,West,2011,Spring,1.58,6.54,1.52,6.32,13.46,3.95,147,Filtration,69.15,63,3,4,64.56,1802,52.36,36.54,71.12,514,27.45,225,70,Medium
Brazil,East,2016,Well,1.23,7.15,1.61,8.36,12.7,4.22,37,Filtration,94.09,45,2,3,17.79,9828,69.46,96.0,87.7,1539,18.55,17,50,Low
USA,East,2023,River,1.95,7.9,3.23,7.73,14.89,4.75,200,Boiling,99.7,63,2,6,9.46,57652,90.86,91.68,94.06,1207,15.04,41,71,Medium
India,East,2002,Well,1.68,6.69,0.92,7.71,16.19,5.97,48,Filtration,71.82,52,2,2,40.26,2385,59.93,36.62,77.37,1022,24.34,438,56,Low
USA,West,2010,Well,1.4,7.16,0.33,8.12,12.33,2.54,78,Boiling,94.57,26,0,2,9.08,48427,76.78,81.05,95.41,988,13.79,35,28,Low
Nigeria,Central,2016,Well,2.41,6.46,3.37,8.0,20.77,4.58,248,Boiling,65.33,62,7,11,79.57,2198,55.15,58.09,49.25,1163,23.27,407,80,Medium
Nigeria,Central,2022,Well,3.6,6.9,6.44,6.31,21.79,8.66,1238,None,62.7,205,12,16,75.54,2003,44.31,59.43,56.06,1374,28.6,333,233,High
Mexico,South,2002,Pond,2.46,7.06,4.29,6.51,16.85,5.7,394,Filtration,97.44,92,3,11,20.72,9183,79.7,82.02,86.76,710,22.84,65,106,Medium
Pakistan,Central,2007,River,3.27,7.01,5.58,6.51,15.55,11.93,994,None,67.61,160,11,21,70.68,1634,56.28,31.75,72.95,390,18.89,273,192,High
Pakistan,Central,2019,Pond,2.66,8.14,3.07,6.99,18.38,6.89,721,Filtration,71.04,130,4,9,68.1,1758,48.72,33.8,67.06,443,27.27,271,143,High
China,East,2003,Tap,0.35,7.68,0.71,8.15,9.37,0.98,3,Chlorination,93.42,12,0,1,7.65,13314,74.78,65.97,85.63,764,17.02,133,13,Low
China,East,2020,Well,1.12,6.75,2.2,9.77,10.36,4.49,11,Filtration,94.19,41,1,2,10.24,12248,61.02,63.3,81.34,763,12.65,194,44,Low
China,South,2021,Lake,1.98,7.76,3.87,6.37,16.68,2.55,301,Filtration,90.68,99,4,10,16.71,12106,72.68,60.02,81.63,1002,16.85,141,113,Medium
Brazil,North,2006,Spring,0.76,6.75,1.34,8.51,13.68,2.84,32,Filtration,90.5,29,0,2,18.66,9215,70.62,86.5,73.7,1607,21.31,24,31,Low
Indonesia,South,2013,Spring,1.85,7.12,1.3,7.74,17.57,3.7,126,Filtration,82.23,61,5,5,29.2,4683,71.88,55.17,78.96,2086,26.69,164,71,Medium
Bangladesh,South,2013,Pond,3.14,7.39,4.81,6.19,25.54,6.79,626,Filtration,67.19,161,8,19,37.47,2750,58.42,36.47,73.25,1938,31.66,1584,188,High
Indonesia,West,2003,Pond,2.65,7.26,3.81,7.7,20.41,6.64,595,Filtration,84.69,92,6,10,27.09,5494,76.71,64.31,77.7,1709,27.64,175,108,Medium
USA,West,2015,Lake,2.51,6.8,3.85,7.66,15.31,6.59,678,None,94.13,77,5,7,6.39,57349,89.77,73.1,97.09,1032,13.58,46,89,Medium
Indonesia,South,2023,Well,1.64,7.21,0.87,7.77,22.14,2.22,141,Chlorination,86.57,68,0,6,23.1,5881,75.15,65.76,83.48,2652,29.31,177,74,Medium
Brazil,South,2021,River,3.24,7.33,7.62,5.72,20.49,5.79,1579,None,88.06,138,5,20,24.76,8455,71.78,80.09,73.63,1736,22.72,25,163,High
USA,South,2000,Tap,0.8,6.99,0.52,9.47,10.88,1.31,3,Chlorination,99.7,12,0,1,16.34,40760,83.52,81.64,91.96,875,13.8,32,13,Low
Indonesia,Central,2016,Spring,2.52,6.88,4.16,5.84,23.97,3.92,275,None,81.63,102,5,12,31.54,4800,58.02,51.27,74.8,2644,26.44,138,119,Medium
Brazil,West,2024,Tap,2.38,6.71,1.14,7.6,12.52,4.02,99,None,99.7,46,1,2,21.46,10441,65.47,88.5,72.31,1442,24.75,21,49,Low
Bangladesh,South,2009,River,2.6,6.39,2.91,6.6,22.59,4.32,294,Filtration,72.79,131,1,24,36.06,2465,49.93,40.88,74.88,1879,27.8,1700,156,High
Indonesia,East,2021,Pond,3.81,6.11,9.46,5.34,28.47,8.39,2276,None,83.01,205,13,23,27.83,5128,58.61,55.09,74.49,1815,26.63,141,241,High
Brazil,East,2015,Spring,0.56,7.64,0.31,7.27,10.84,1.82,18,Chlorination,82.98,27,1,3,15.59,7516,63.82,78.45,81.09,1399,22.79,21,31,Low
China,Central,2015,Tap,0.75,7.37,0.15,8.83,9.42,1.87,3,Boiling,93.64,13,0,0,11.58,13179,75.52,68.89,89.84,780,15.47,151,13,Low
Pakistan,Central,2007,Pond,2.44,7.06,3.47,6.66,13.55,7.16,454,Chlorination,64.61,118,8,16,74.86,1559,46.52,36.38,61.46,450,26.29,304,142,High
China,North,2006,River,3.0,6.06,4.67,7.42,24.2,6.47,1083,None,99.7,126,2,14,16.87,12203,78.08,72.29,87.75,1156,13.34,145,142,High
Pakistan,North,2005,Tap,0.76,6.61,0.83,8.72,16.43,0.05,4,Boiling,69.29,26,1,1,64.8,1741,59.05,32.17,65.88,490,27.36,235,28,Low
India,North,2015,Well,1.64,6.52,2.66,7.89,22.26,5.4,175,Filtration,74.45,64,7,7,40.32,2636,59.15,34.45,65.4,1495,27.66,568,78,Medium
India,Central,2019,Pond,2.84,6.65,4.91,7.16,21.42,6.59,724,Boiling,74.45,151,7,16,37.04,2795,52.08,23.23,77.55,1308,24.71,433,174,High
India,Central,2015,River,1.71,7.17,4.87,6.48,17.77,6.91,868,Filtration,79.17,122,11,12,42.46,2669,52.78,29.92,75.03,874,28.83,436,145,High
Bangladesh,Central,2006,Tap,0.73,6.97,0.15,8.49,17.18,1.39,3,Chlorination,77.71,24,0,0,40.44,2977,57.0,43.59,68.4,2031,23.59,1015,24,Low
China,East,2008,Well,0.52,7.38,0.49,8.18,10.43,1.42,7,Boiling,90.57,16,0,0,10.74,13324,76.46,64.82,92.19,872,14.04,150,16,Low
Pakistan,Central,2013,Well,1.59,7.24,2.45,6.57,14.06,2.82,272,Boiling,76.53,62,5,4,75.17,1826,60.12,44.34,59.59,463,25.76,282,71,Medium
Brazil,East,2010,River,1.66,6.94,2.83,6.82,17.44,4.57,352,Boiling,93.51,55,2,7,19.66,10382,74.12,80.15,91.03,1632,23.68,30,64,Medium
USA,North,2013,Lake,1.31,7.17,0.84,7.84,10.45,2.11,46,Filtration,92.37,32,0,2,7.74,49351,84.51,88.13,86.77,802,12.69,50,34,Low
Brazil,North,2006,Spring,1.35,7.22,1.09,8.1,12.5,2.09,40,Filtration,93.13,30,0,3,18.21,9204,69.52,82.63,86.08,1580,25.28,29,33,Low
USA,North,2000,River,1.38,6.45,1.38,8.31,9.84,4.32,256,Chlorination,99.7,32,1,5,12.61,43381,93.9,78.99,90.87,893,12.0,24,38,Low
Nigeria,South,2024,Well,2.38,6.8,1.93,6.86,17.97,4.94,121,Chlorination,64.82,85,3,11,73.94,2898,49.54,62.26,59.32,1460,27.8,265,99,Medium
Brazil,South,2012,Well,3.08,6.17,6.72,6.51,24.39,4.81,900,None,87.55,107,1,7,19.19,8251,78.55,82.68,76.11,2266,23.98,31,115,Medium
Indonesia,West,2019,River,2.03,7.02,3.25,6.56,19.51,2.49,263,Filtration,74.9,68,6,10,34.05,5361,67.0,60.74,80.77,1952,22.94,179,84,Medium
Indonesia,West,2002,Lake,2.46,6.95,3.66,6.57,25.36,4.2,351,Chlorination,75.95,81,6,12,31.47,5125,67.05,58.29,86.65,3433,23.17,102,99,Medium
Mexico,West,2019,Spring,0.39,7.04,0.37,8.24,11.88,3.35,30,Boiling,95.34,30,0,1,15.04,10066,73.75,90.27,87.54,670,21.49,66,31,Low
China,South,2003,Tap,1.16,7.0,0.15,8.33,14.38,0.55,3,Boiling,93.5,21,1,1,8.42,13199,75.75,72.57,96.68,1276,13.35,115,23,Low
USA,South,2010,River,1.09,8.12,1.28,8.17,15.63,0.05,162,Boiling,89.31,35,1,3,16.67,51829,84.34,85.58,90.36,976,7.66,23,39,Low
USA,West,2001,Spring,0.08,6.41,0.95,9.34,3.93,2.82,10,Chlorination,87.39,19,1,1,11.06,42872,76.69,77.94,82.59,974,14.14,35,21,Low
China,West,2013,Spring,0.39,6.26,1.67,8.63,11.18,1.33,25,Boiling,86.35,24,1,1,12.79,12386,74.76,66.49,85.94,861,12.88,178,26,Low
Bangladesh,Central,2011,Pond,3.35,7.28,6.09,5.95,29.17,7.34,1107,Boiling,78.23,234,8,29,40.72,2662,49.56,49.11,68.04,2549,23.79,978,271,High
Mexico,West,2016,Well,1.16,7.01,0.83,8.5,8.17,0.69,10,Filtration,91.55,21,1,1,19.85,10929,74.34,80.6,87.24,785,18.69,61,23,Low
Bangladesh,Central,2011,Tap,0.6,7.01,0.41,7.09,16.35,1.62,13,Filtration,75.83,27,1,4,36.46,3125,67.0,44.17,72.89,1840,27.28,915,32,Low
Bangladesh,East,2011,River,2.36,6.61,3.57,6.7,25.97,3.38,241,Chlorination,78.32,103,0,8,35.6,3262,58.32,32.3,79.51,2307,23.68,949,111,Medium
Bangladesh,South,2000,Well,2.2,7.44,2.19,6.8,23.77,7.17,281,Filtration,71.13,142,6,14,40.39,2810,52.41,32.72,68.85,2874,26.81,756,162,High
China,West,2012,Pond,2.84,7.29,6.47,6.52,22.68,8.91,1314,None,85.79,167,10,22,22.08,12553,74.75,58.32,91.33,945,10.88,106,199,High
Bangladesh,South,2013,Pond,3.01,7.2,5.44,5.78,25.9,6.92,700,Chlorination,67.21,213,9,25,40.26,2293,57.24,35.88,62.96,2106,29.66,1214,247,High
Indonesia,South,2023,Well,2.62,6.89,6.04,7.04,21.58,6.07,975,None,85.21,166,2,20,30.91,5383,56.4,54.07,73.25,2506,27.59,135,188,High
India,South,2001,Lake,2.98,7.29,4.68,6.14,23.53,6.04,479,None,78.29,125,10,12,39.27,2140,53.59,31.39,69.66,1105,23.34,541,147,High
Nigeria,East,2011,Spring,1.72,6.86,0.15,7.41,13.26,5.36,120,Chlorination,66.14,59,0,1,77.19,2565,41.74,55.51,43.38,1043,27.74,221,60,Medium
USA,North,2020,River,1.19,7.03,1.69,6.94,12.43,1.17,125,Filtration,89.87,52,1,2,13.41,60619,96.78,86.57,96.04,894,17.39,42,55,Low
USA,West,2015,River,1.38,6.68,2.04,7.82,11.79,2.08,160,Filtration,89.63,56,2,4,9.52,54580,92.67,80.69,94.99,839,10.61,36,62,Medium
Nigeria,North,2003,River,2.3,7.39,3.74,7.52,15.88,3.86,346,Chlorination,53.07,114,1,17,78.74,2150,51.28,57.95,44.6,1060,24.44,204,132,High
China,North,2007,Well,2.59,7.15,2.88,7.56,17.08,5.29,442,None,99.7,74,2,13,9.2,12046,78.65,66.13,76.79,782,15.46,200,89,Medium
Brazil,North,2001,Lake,2.48,6.92,4.2,7.56,23.4,5.4,323,Chlorination,80.49,118,5,9,27.97,7650,64.48,85.82,77.57,2638,23.85,35,132,High
China,South,2009,Tap,0.59,6.69,1.42,9.99,9.69,2.01,3,Chlorination,95.59,17,0,0,7.98,12785,79.65,66.9,81.86,1057,11.62,128,17,Low
USA,Central,2008,Pond,1.84,6.81,2.26,8.96,13.97,6.45,376,Boiling,93.38,57,2,5,12.45,52949,94.02,84.95,99.5,869,9.93,32,64,Medium
USA,South,2022,Well,0.45,6.71,1.46,8.54,8.97,0.05,31,Boiling,99.7,20,0,2,11.13,54135,90.97,89.02,86.18,1077,9.68,39,22,Low
Nigeria,South,2014,Tap,2.17,6.76,2.84,6.94,19.18,4.28,260,None,60.46,100,3,15,79.66,1931,49.63,55.79,48.72,1392,27.11,213,118,Medium
Bangladesh,North,2012,Pond,3.2,6.66,6.63,6.62,25.56,7.93,913,Filtration,72.08,217,12,23,38.63,2877,59.39,43.43,73.36,1964,28.67,845,252,High
China,South,2022,Pond,2.49,6.95,5.47,6.2,21.14,5.88,585,Boiling,92.43,152,5,15,15.53,12022,76.21,61.01,82.09,932,14.59,141,172,High
Pakistan,North,2016,Lake,1.4,7.13,1.8,7.03,17.24,1.08,78,Boiling,68.74,50,3,6,68.53,1823,53.68,42.97,71.62,755,22.82,232,59,Low
Nigeria,Central,2015,Spring,2.33,6.49,2.18,7.43,18.89,5.84,234,None,65.42,127,3,11,78.67,2115,43.07,61.39,53.17,1074,24.97,223,141,High
Indonesia,West,2001,River,2.46,7.09,4.64,6.9,22.38,3.55,616,Chlorination,79.09,84,6,13,32.62,4230,62.83,57.12,69.97,2019,28.5,163,103,Medium
USA,North,2019,Tap,0.76,6.73,0.22,8.97,8.38,2.72,3,Boiling,98.37,9,1,0,8.82,50655,77.81,88.63,92.23,839,10.37,40,10,Low
Nigeria,Central,2019,Well,1.84,6.45,3.35,6.95,16.54,6.51,428,Filtration,63.99,83,5,9,77.73,2253,41.61,54.97,44.64,1109,24.8,294,97,Medium
China,West,2013,Tap,2.02,7.63,1.74,8.26,14.42,3.5,57,None,86.24,39,4,3,14.26,13075,76.95,70.04,92.94,889,14.48,136,46,Low
USA,East,2002,Spring,0.76,6.72,1.17,9.12,9.84,2.83,14,Boiling,99.7,29,0,0,13.51,49321,87.66,86.24,91.07,867,11.15,45,29,Low
Brazil,North,2022,River,2.59,6.43,4.07,6.4,22.27,3.99,851,None,93.06,131,2,5,18.5,9454,77.29,91.73,88.41,1987,20.85,29,138,High
Nigeria,North,2011,Tap,1.3,7.09,0.84,9.2,11.63,6.03,37,Boiling,59.9,54,1,7,76.24,2087,52.72,55.29,41.7,1042,24.98,198,62,Medium
Mexico,East,2007,Spring,1.22,6.92,1.2,7.74,12.84,1.31,65,Boiling,90.52,42,0,5,17.92,10598,71.23,79.03,87.83,635,24.17,60,47,Low
USA,East,2001,Well,1.26,7.52,3.0,7.35,12.81,3.79,144,None,99.7,45,2,5,10.5,51188,88.71,82.1,91.04,839,17.1,56,52,Low
China,North,2003,Lake,1.67,7.58,0.78,7.76,14.67,3.7,138,Filtration,88.45,50,2,3,18.32,13029,70.98,69.94,87.98,764,13.35,172,55,Low
India,East,2013,Pond,2.88,6.4,3.56,6.07,23.9,7.31,504,Filtration,76.8,143,5,6,38.92,2667,53.71,43.4,71.18,877,26.84,469,154,High
Pakistan,South,2015,Well,1.02,7.09,1.69,7.24,11.9,3.76,128,Chlorination,69.28,75,2,5,71.61,1619,47.12,40.61,62.57,390,26.09,335,82,Medium
Ethiopia,West,2018,River,2.52,7.06,4.32,8.99,15.87,10.25,469,Boiling,51.29,190,12,16,66.05,1034,44.36,27.76,38.19,837,12.29,112,218,High
Bangladesh,West,2001,Pond,4.02,6.72,4.8,5.16,27.8,8.29,503,Chlorination,69.1,135,4,27,39.1,2908,52.9,36.25,74.4,1585,24.61,1224,166,High
Ethiopia,West,2011,Well,2.79,6.05,5.08,7.71,15.82,8.39,400,None,49.87,181,17,14,67.01,1201,44.46,23.36,42.92,807,16.68,135,212,High
China,South,2013,Well,1.02,7.31,0.15,9.6,10.48,2.19,11,Chlorination,94.49,12,1,3,13.8,10223,72.0,57.97,82.78,934,11.19,171,16,Low
